ID_CLIENT,PAYMENT_DAY,APPLICATION_SUBMISSION_TYPE,POSTAL_ADDRESS_TYPE,SEX,MARITAL_STATUS,QUANT_DEPENDANTS,STATE_OF_BIRTH,NACIONALITY,RESIDENCIAL_STATE,FLAG_RESIDENCIAL_PHONE,RESIDENCIAL_PHONE_AREA_CODE,RESIDENCE_TYPE,MONTHS_IN_RESIDENCE,FLAG_EMAIL,OTHER_INCOMES,FLAG_VISA,FLAG_MASTERCARD,FLAG_DINERS,FLAG_AMERICAN_EXPRESS,FLAG_OTHER_CARDS,QUANT_BANKING_ACCOUNTS,PERSONAL_ASSETS_VALUE,QUANT_CARS,COMPANY,PROFESSIONAL_STATE,FLAG_PROFESSIONAL_PHONE,PROFESSIONAL_PHONE_AREA_CODE,MONTHS_IN_THE_JOB,PROFESSION_CODE,OCCUPATION_TYPE,PRODUCT,AGE
6122,5,WEB,1,M,2,0.0,RN,1,RN,Y,105,2,1.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,RN,Y,105,0.0,9.0,2,1.0,55.0
44714,20,WEB,1,F,1,1.0,PR,1,RO,Y,77,1,17.0,1,0.0,1,0,0,0,0,0,0.0,0.0,Y,NO_JOB,N,NO_DATA,0.0,9.0,4,1.0,49.0
14888,20,CARGA,1,M,2,2.0,PE,2,PE,Y,97,1,1.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,PE,Y,97,0.0,9.0,2,1.0,34.0
35719,10,WEB,1,M,1,0.0,CE,1,CE,Y,107,,0.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,CE,Y,107,0.0,11.0,2,1.0,39.0
9751,25,WEB,1,F,5,0.0,BA,1,MT,Y,71,1,5.0,1,0.0,0,0,0,0,0,0,15000.0,0.0,Y,NO_JOB,N,NO_DATA,0.0,,,1.0,55.0
45298,25,WEB,2,F,6,0.0,RJ,1,RJ,Y,20,1,,1,0.0,0,0,0,0,0,0,0.0,0.0,N,RJ,Y,20,0.0,9.0,5,1.0,61.0
40120,20,WEB,1,F,1,0.0,RS,1,RS,Y,58,2,3.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,RS,Y,58,0.0,9.0,2,1.0,32.0
176,10,WEB,1,M,2,2.0,PR,1,SP,Y,5,1,15.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,SP,Y,5,0.0,9.0,5,1.0,45.0
41483,5,WEB,1,F,2,1.0,PE,1,SP,Y,5,1,13.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,2,1.0,31.0
33850,5,WEB,1,M,2,0.0,CE,1,CE,Y,107,2,5.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,CE,N,NO_DATA,0.0,9.0,2,1.0,26.0
6328,15,WEB,1,F,1,0.0,AL,1,AL,Y,100,1,3.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,5,1.0,48.0
10170,15,CARGA,1,F,4,0.0,BA,1,BA,Y,84,1,1.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,11.0,1,1.0,63.0
461,10,WEB,1,M,2,2.0,BA,1,BA,Y,81,1,8.0,1,0.0,1,0,0,0,0,0,0.0,0.0,Y,BA,Y,81,0.0,9.0,2,1.0,31.0
39093,1,WEB,1,F,2,0.0,CE,1,CE,Y,107,1,2.0,1,0.0,1,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,1,2.0,55.0
45753,15,WEB,1,F,1,0.0,MG,1,MG,Y,33,2,17.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,5,2.0,21.0
48002,10,WEB,1,F,4,0.0,PE,1,PB,Y,103,1,5.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,1,1.0,46.0
31470,15,WEB,1,F,1,1.0,PA,1,PA,Y,120,1,10.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,11.0,,1.0,32.0
30398,10,WEB,1,M,2,1.0,MG,1,SP,Y,5,1,2.0,1,0.0,1,0,0,0,0,0,0.0,0.0,Y,NO_JOB,Y,5,0.0,9.0,2,1.0,32.0
19184,10,WEB,1,F,1,0.0,RN,1,RN,Y,105,1,,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,RN,N,NO_DATA,0.0,9.0,2,1.0,29.0
21169,10,,1,F,1,0.0,SP,1,SP,Y,5,1,5.0,0,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,9.0,5,1.0,31.0
47677,10,,1,F,2,0.0,PB,1,PB,N,NO_DATA,2,2.0,0,0.0,0,0,0,0,0,1,0.0,1.0,Y,PB,Y,103,0.0,9.0,5,1.0,45.0
601,15,WEB,1,F,2,0.0,RS,1,RS,Y,54,1,15.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,1,1.0,60.0
28113,5,WEB,1,M,2,0.0,RN,1,RN,Y,105,1,8.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,1,1.0,25.0
7488,25,WEB,1,M,2,0.0,CE,1,GO,N,NO_DATA,5,1.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,GO,Y,69,0.0,9.0,2,2.0,40.0
45163,10,WEB,1,F,1,0.0,RS,1,RS,Y,54,1,3.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,RS,Y,54,0.0,9.0,2,1.0,30.0
2540,10,CARGA,1,F,3,0.0,PB,1,PB,Y,103,1,1.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,11.0,1,1.0,71.0
22772,1,,1,F,2,0.0,PB,1,PB,Y,103,1,1.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,11.0,2,2.0,38.0
14774,1,,1,F,2,0.0,RJ,1,PE,Y,97,1,20.0,1,0.0,0,0,0,0,0,1,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,5,1.0,58.0
7508,10,WEB,1,M,6,2.0,PA,1,PA,N,NO_DATA,1,20.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,PA,Y,117,0.0,9.0,2,1.0,27.0
24810,15,WEB,1,F,2,0.0,RJ,1,CE,Y,107,1,12.0,1,0.0,1,0,0,0,0,0,0.0,0.0,Y,CE,Y,107,0.0,9.0,2,1.0,34.0
15954,20,,1,F,4,0.0,BA,1,BA,N,NO_DATA,1,0.0,1,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,0.0,,1.0,62.0
35194,10,WEB,1,F,2,0.0,SP,1,SP,Y,5,1,30.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,2.0,4,1.0,38.0
3119,5,WEB,1,M,1,0.0,CE,1,CE,Y,112,1,14.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,NO_JOB,N,NO_DATA,0.0,9.0,2,1.0,28.0
10489,25,WEB,1,F,6,0.0,CE,1,CE,Y,107,1,20.0,1,0.0,0,1,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,4,1.0,45.0
15574,10,,1,F,4,0.0,PR,1,SP,Y,18,1,11.0,0,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,0.0,1,2.0,57.0
41671,15,,1,M,2,0.0,MG,1,RJ,Y,22,1,22.0,0,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,2.0,4,1.0,43.0
39927,5,WEB,1,F,1,0.0,BA,1,BA,Y,84,1,2.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,5,1.0,27.0
30560,15,WEB,1,F,2,0.0,PE,1,PE,Y,97,1,20.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,2.0,5,1.0,22.0
21298,25,WEB,1,F,2,0.0,PB,1,RN,N,NO_DATA,1,5.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,4,1.0,42.0
27667,20,WEB,1,F,2,0.0,CE,1,CE,N,NO_DATA,1,1.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,CE,N,NO_DATA,0.0,9.0,2,1.0,19.0
27012,5,WEB,1,M,1,0.0,MT,1,MT,Y,71,1,1.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,5,1.0,21.0
4275,10,WEB,1,F,4,0.0,CE,1,CE,N,NO_DATA,1,2.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,1,1.0,52.0
38653,5,WEB,1,F,1,0.0,BA,1,BA,Y,85,1,9.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,NO_JOB,N,NO_DATA,0.0,12.0,3,1.0,35.0
15988,1,,1,F,2,0.0,RS,1,RS,Y,54,1,15.0,1,0.0,0,1,0,0,0,1,0.0,1.0,Y,RS,Y,54,0.0,9.0,2,1.0,48.0
20348,15,,1,F,2,1.0,SP,1,SP,Y,18,1,1.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,SP,Y,18,0.0,11.0,2,1.0,31.0
34390,10,WEB,1,M,2,0.0,BA,1,MA,Y,126,1,8.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,NO_JOB,N,NO_DATA,0.0,2.0,1,1.0,74.0
18707,10,WEB,1,F,2,0.0,SP,1,SP,Y,16,1,5.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,NO_JOB,Y,16,0.0,9.0,2,1.0,53.0
20964,15,WEB,1,F,1,0.0,RJ,1,RJ,Y,22,1,10.0,1,0.0,1,0,0,0,0,0,0.0,0.0,Y,NO_JOB,Y,22,0.0,9.0,5,1.0,37.0
40420,25,CARGA,1,F,1,3.0,RJ,1,RJ,Y,20,1,1.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,,,1.0,30.0
1299,5,,1,M,1,0.0,AP,1,AP,Y,123,1,0.0,1,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,9.0,5,1.0,35.0
10573,10,WEB,1,F,4,6.0,BA,1,BA,Y,81,1,,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,1,1.0,73.0
7996,20,,1,M,2,1.0,SP,1,SP,Y,5,2,2.0,1,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,9.0,5,1.0,28.0
45953,10,,1,M,2,2.0,RS,1,RS,Y,61,1,0.0,0,0.0,0,0,0,0,0,1,0.0,1.0,Y,RS,Y,61,0.0,9.0,2,1.0,25.0
22152,25,WEB,2,F,1,0.0,CE,1,CE,Y,112,1,1.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,CE,N,NO_DATA,0.0,9.0,4,2.0,33.0
49295,15,,1,F,1,0.0,PA,1,AP,Y,123,1,0.0,1,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,9.0,2,1.0,39.0
5699,10,WEB,1,F,6,0.0,CE,1,CE,N,NO_DATA,1,5.0,1,0.0,0,1,0,0,0,0,0.0,0.0,Y,CE,Y,107,0.0,9.0,2,2.0,29.0
30249,25,WEB,1,F,2,0.0,CE,1,CE,N,NO_DATA,1,6.0,1,0.0,1,0,0,0,0,0,0.0,0.0,Y,CE,Y,112,0.0,9.0,2,2.0,25.0
36086,15,WEB,1,F,1,0.0,CE,1,CE,Y,112,5,10.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,NO_JOB,N,NO_DATA,0.0,9.0,2,2.0,21.0
38964,15,WEB,1,M,2,1.0,AM,1,AM,Y,118,2,2.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,AM,Y,118,0.0,9.0,5,1.0,31.0
33419,15,WEB,1,M,1,0.0,PE,1,PE,Y,97,5,21.0,1,0.0,1,1,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,2.0,4,1.0,21.0
46220,15,WEB,1,M,1,0.0,PA,1,PA,Y,120,5,6.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,PA,N,NO_DATA,0.0,9.0,2,1.0,20.0
25672,5,WEB,1,F,1,0.0,PA,1,AM,Y,118,1,2.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,AM,Y,118,0.0,9.0,2,1.0,19.0
2125,10,,1,F,1,1.0,PA,1,PA,Y,117,1,6.0,0,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,9.0,4,1.0,38.0
49698,5,,1,F,2,2.0,CE,1,CE,Y,107,1,2.0,0,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,9.0,4,1.0,39.0
46252,10,WEB,1,F,2,1.0,PI,1,GO,Y,69,5,1.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,11.0,,7.0,39.0
11726,15,,1,M,2,1.0,MG,1,MG,Y,30,1,5.0,0,0.0,0,0,0,0,0,1,0.0,1.0,Y,MG,Y,30,0.0,9.0,5,1.0,31.0
27250,5,WEB,1,M,2,0.0,RS,1,RS,Y,58,1,5.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,RS,Y,58,0.0,9.0,5,1.0,42.0
17362,20,,1,F,2,0.0,PI,1,SP,Y,5,2,7.0,1,0.0,0,0,0,0,0,1,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,,,1.0,30.0
41385,15,WEB,1,M,2,2.0,AL,1,AL,Y,100,1,19.0,1,0.0,1,1,0,0,0,0,0.0,0.0,Y,AL,Y,100,0.0,9.0,2,1.0,43.0
4144,10,WEB,1,M,2,0.0,BA,1,BA,N,NO_DATA,1,14.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,1,2.0,87.0
17295,10,,1,F,1,0.0,AL,1,AL,Y,100,1,2.0,0,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,2.0,4,1.0,27.0
46549,15,,1,M,1,0.0,AL,1,AL,Y,100,1,30.0,1,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,9.0,5,1.0,63.0
46324,10,,1,F,1,0.0,CE,1,CE,Y,107,1,20.0,1,0.0,1,1,1,1,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,0.0,,1.0,33.0
44067,10,,1,M,1,0.0,MT,1,MT,Y,71,5,9.0,1,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,9.0,4,1.0,48.0
7123,20,,1,M,2,0.0,PA,1,RJ,Y,22,2,2.0,0,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,Y,22,0.0,15.0,4,1.0,43.0
9337,25,,1,F,1,1.0,RS,1,RS,N,NO_DATA,1,6.0,1,0.0,1,1,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,1,1.0,81.0
2067,10,,1,F,1,0.0,SP,1,MG,Y,33,1,15.0,0,0.0,0,0,0,0,0,1,0.0,1.0,Y,MG,N,NO_DATA,0.0,9.0,5,1.0,23.0
26225,20,WEB,1,F,6,0.0,MG,1,SP,Y,5,1,20.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,SP,Y,5,0.0,9.0,2,1.0,50.0
23924,10,WEB,1,F,2,1.0,PE,1,PE,Y,97,1,30.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,4,1.0,52.0
3103,10,,1,F,4,0.0,RS,1,RS,Y,58,1,10.0,0,350.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,9.0,1,1.0,82.0
32758,10,,1,F,2,0.0,SP,1,MT,Y,71,1,4.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,MT,Y,71,0.0,9.0,5,1.0,40.0
35089,5,,1,M,3,0.0,RS,1,DF,Y,66,1,10.0,1,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,9.0,1,1.0,65.0
29783,15,WEB,1,F,6,2.0,AP,1,AP,N,NO_DATA,1,22.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,,4,1.0,55.0
29719,5,,1,M,2,2.0,MA,1,PA,Y,120,1,5.0,1,0.0,0,0,0,0,0,1,0.0,1.0,Y,PA,N,NO_DATA,0.0,9.0,2,1.0,44.0
24033,1,WEB,1,M,1,2.0,SP,1,SP,Y,10,1,33.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,SP,Y,10,0.0,9.0,2,2.0,33.0
18004,25,,1,F,1,0.0,RJ,1,RJ,Y,20,1,40.0,1,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,0.0,,1.0,44.0
42446,25,,1,F,6,2.0,MS,1,MS,Y,75,1,2.0,0,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,2.0,4,1.0,30.0
43394,15,WEB,1,M,2,2.0,BA,1,BA,Y,81,1,1.0,1,0.0,1,0,0,0,0,1,0.0,0.0,Y,BA,Y,81,0.0,9.0,2,1.0,34.0
22061,15,WEB,1,M,1,0.0,MG,1,MG,Y,30,1,3.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,MG,Y,30,0.0,9.0,2,1.0,43.0
31158,15,,1,M,2,1.0,RS,1,RS,Y,54,1,2.0,0,0.0,0,0,0,0,0,1,70000.0,1.0,Y,RS,Y,54,0.0,9.0,2,1.0,44.0
38219,20,WEB,1,F,1,0.0,PE,1,PE,Y,97,1,5.0,1,0.0,0,1,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,2.0,4,1.0,40.0
5200,25,WEB,1,M,2,2.0,PE,1,PE,Y,97,1,20.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,PE,N,NO_DATA,0.0,9.0,2,1.0,42.0
26136,15,,1,F,2,0.0,SP,1,SP,Y,15,1,,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,,1.0,50.0
48007,15,CARGA,1,M,5,3.0,TO,1,TO,Y,68,1,1.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,11.0,1,1.0,82.0
21471,5,WEB,1,M,1,0.0,PE,1,PE,Y,97,1,20.0,1,0.0,0,1,0,0,0,0,0.0,0.0,Y,PE,Y,97,0.0,9.0,2,7.0,32.0
8537,5,,1,M,4,0.0,RJ,1,RJ,Y,22,1,40.0,0,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,9.0,1,1.0,69.0
30200,15,,1,M,2,0.0,RS,1,RS,Y,54,2,11.0,1,0.0,1,0,0,0,0,1,0.0,1.0,Y,RS,Y,54,0.0,9.0,2,1.0,37.0
12105,10,WEB,1,F,1,0.0,MG,1,MG,Y,29,1,,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,MG,Y,29,0.0,9.0,5,1.0,23.0
36409,10,WEB,1,F,4,0.0,AP,1,AP,N,NO_DATA,1,30.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,1,1.0,52.0
41301,25,,1,F,1,0.0,SP,1,SP,Y,5,1,29.0,1,0.0,0,0,0,0,0,1,0.0,0.0,Y,SP,Y,5,0.0,9.0,5,1.0,29.0
19150,25,WEB,1,F,2,0.0,AL,1,AL,Y,100,2,,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,,,1.0,25.0
30146,10,,1,M,1,0.0,BA,1,BA,N,NO_DATA,1,5.0,0,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,9.0,1,2.0,70.0
38052,15,,1,F,6,0.0,SP,1,SP,Y,5,1,0.0,0,550.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,9.0,2,1.0,27.0
30324,25,WEB,1,F,1,2.0,MG,1,SP,Y,5,1,12.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,5,1.0,34.0
24281,10,,1,F,1,0.0,RS,1,RS,Y,54,1,10.0,0,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,6.0,4,1.0,23.0
4612,5,WEB,1,M,6,1.0,PI,1,MT,Y,71,1,8.0,1,0.0,0,0,0,0,0,0,12000.0,0.0,Y,MT,Y,71,0.0,9.0,2,1.0,37.0
25010,25,WEB,1,F,1,0.0,AL,1,PE,Y,97,1,,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,2,1.0,29.0
42211,15,WEB,1,F,2,0.0,MT,1,MT,Y,71,1,22.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,,1,1.0,53.0
5949,10,CARGA,1,F,2,3.0,PI,1,PI,N,NO_DATA,1,1.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,2,1.0,44.0
45906,10,WEB,1,F,4,0.0,CE,1,CE,Y,107,1,15.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,1,1.0,59.0
33218,10,WEB,1,F,1,0.0,MG,1,SP,Y,14,1,20.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,,,2.0,31.0
13289,10,WEB,1,F,2,1.0,PE,1,PE,Y,97,1,17.0,1,900.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,1,1.0,53.0
44612,20,,1,F,3,0.0,PE,1,PE,Y,97,1,10.0,0,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,9.0,4,1.0,49.0
43195,10,,1,F,2,1.0,RJ,1,RJ,Y,22,1,20.0,1,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,0.0,,1.0,44.0
30671,10,WEB,1,F,3,2.0,SP,1,SP,Y,5,1,5.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,1,1.0,41.0
39777,10,WEB,1,M,2,0.0,PE,1,PE,Y,97,1,,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,1,1.0,40.0
34293,20,,1,F,2,0.0,SP,1,SP,Y,12,1,5.0,0,0.0,0,0,0,0,0,1,0.0,1.0,Y,SP,Y,12,0.0,9.0,2,1.0,46.0
365,10,WEB,1,F,2,0.0,MG,1,MG,Y,29,1,4.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,2.0,4,2.0,35.0
16691,20,,1,F,2,0.0,BA,1,BA,Y,81,1,4.0,0,0.0,1,1,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,2.0,4,1.0,22.0
29972,10,WEB,1,F,4,0.0,MG,1,MG,Y,29,1,13.0,1,0.0,1,1,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,,,1.0,60.0
25895,15,,1,M,1,1.0,BA,1,BA,Y,84,1,1.0,1,0.0,0,0,0,0,0,1,0.0,0.0,Y,BA,Y,84,0.0,11.0,2,2.0,31.0
32727,10,WEB,1,F,2,3.0,PA,1,PA,Y,120,1,6.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,PA,N,NO_DATA,0.0,9.0,5,7.0,30.0
18514,25,WEB,1,M,2,0.0,CE,1,CE,Y,112,1,1.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,5,2.0,40.0
30057,25,,1,F,2,1.0,NO_DATA,0,MG,N,NO_DATA,1,0.0,1,0.0,0,0,0,0,0,1,0.0,1.0,Y,MG,N,NO_DATA,0.0,11.0,2,2.0,36.0
39860,25,,1,F,3,0.0,PR,1,PR,Y,12,2,1.0,1,0.0,0,0,0,0,0,1,0.0,1.0,Y,PR,Y,40,0.0,9.0,2,7.0,44.0
46152,25,WEB,1,F,1,1.0,BA,1,BA,Y,86,1,10.0,1,0.0,0,1,0,0,0,0,15000.0,0.0,Y,NO_JOB,N,NO_DATA,0.0,9.0,4,1.0,48.0
40163,10,WEB,1,M,2,0.0,RN,1,RN,Y,105,1,15.0,1,0.0,0,1,0,0,0,1,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,,1,1.0,59.0
44673,20,WEB,1,F,2,1.0,PR,1,PR,Y,44,1,33.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,,,1.0,37.0
47798,5,,1,F,4,0.0,PR,1,PR,Y,40,1,20.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,1,7.0,50.0
36522,15,,1,F,2,2.0,BA,1,BA,Y,84,1,9.0,0,250.0,0,0,0,0,0,1,0.0,1.0,Y,NO_JOB,N,NO_DATA,0.0,9.0,5,1.0,37.0
40490,20,WEB,1,M,1,0.0,PE,1,SP,Y,5,1,20.0,1,0.0,1,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,5,1.0,53.0
10881,10,,1,M,1,1.0,PR,1,PR,Y,44,5,6.0,1,0.0,0,0,0,0,0,1,0.0,0.0,Y,NO_JOB,Y,44,0.0,9.0,5,1.0,26.0
6479,5,,1,M,2,0.0,RS,1,RS,Y,58,1,1.0,0,0.0,1,1,0,0,0,1,0.0,1.0,Y,RS,Y,58,0.0,9.0,2,1.0,22.0
49620,15,WEB,1,F,1,0.0,PE,1,PE,Y,97,1,1.0,1,0.0,1,0,0,0,0,0,0.0,0.0,N,NO_JOB,Y,97,0.0,11.0,,1.0,32.0
3197,10,,1,M,2,0.0,PB,1,RN,Y,105,2,5.0,0,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,2.0,1,1.0,65.0
20879,10,WEB,1,F,2,0.0,RS,1,RS,Y,58,1,1.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,11.0,1,1.0,53.0
47946,20,,1,F,2,1.0,RJ,1,RJ,Y,20,1,20.0,0,0.0,0,0,0,0,0,0,0.0,1.0,Y,NO_JOB,N,NO_DATA,0.0,9.0,2,1.0,49.0
29649,20,WEB,1,F,1,0.0,PI,1,DF,Y,66,1,13.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,,,1.0,50.0
31985,10,WEB,1,F,1,0.0,RS,1,RS,Y,62,1,18.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,1,1.0,53.0
